               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 488,            0.028452,             0.01846,            0.001212,             0.97896,                   1,               0.995,              0.8955,            0.022844,            0.003459,          0.00084752,           0.0003574,           0.0003574,           0.0003574
                 489,            0.034484,            0.018005,           0.0011224,             0.97896,                   1,               0.995,              0.8955,            0.022844,            0.003459,          0.00084752,           0.0003376,           0.0003376,           0.0003376
                 490,            0.029974,            0.017185,           0.0010965,             0.97896,                   1,               0.995,              0.8955,            0.022844,            0.003459,          0.00084752,           0.0003178,           0.0003178,           0.0003178
                 491,            0.030314,            0.018217,            0.001143,             0.97862,                   1,               0.995,              0.8955,            0.023133,           0.0034798,          0.00084687,            0.000298,            0.000298,            0.000298
                 492,            0.030685,            0.014706,           0.0010908,             0.97862,                   1,               0.995,              0.8955,            0.023133,           0.0034798,          0.00084687,           0.0002782,           0.0002782,           0.0002782
                 493,            0.030964,              0.0169,           0.0011422,             0.97862,                   1,               0.995,              0.8955,            0.023133,           0.0034798,          0.00084687,           0.0002584,           0.0002584,           0.0002584
                 494,            0.028895,            0.014461,           0.0011918,             0.97879,                   1,               0.995,              0.8955,            0.023227,           0.0034855,          0.00084664,           0.0002386,           0.0002386,           0.0002386
                 495,            0.032557,            0.020755,           0.0011396,             0.97879,                   1,               0.995,              0.8955,            0.023227,           0.0034855,          0.00084664,           0.0002188,           0.0002188,           0.0002188
                 496,             0.03345,             0.01794,           0.0011943,             0.97879,                   1,               0.995,              0.8955,            0.023227,           0.0034855,          0.00084664,            0.000199,            0.000199,            0.000199
                 497,            0.031336,            0.016713,           0.0011284,             0.97898,                   1,               0.995,              0.8955,            0.023558,           0.0035014,          0.00085278,           0.0001792,           0.0001792,           0.0001792
                 498,             0.02888,            0.015856,           0.0011516,             0.97898,                   1,               0.995,              0.8955,            0.023558,           0.0035014,          0.00085278,           0.0001594,           0.0001594,           0.0001594
                 499,            0.032978,            0.016006,           0.0011019,             0.97898,                   1,               0.995,              0.8955,            0.023558,           0.0035014,          0.00085278,           0.0001396,           0.0001396,           0.0001396
